key,ra,dec,name,host,confirmed_real,confirmed_galaxy,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,distance_measurement_method
ngc_6093,244.26004,-22.976084,NGC 6093,mw,1,,0.64,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.072,0.024,0.024,Baumgardt2021MNRAS.505.5957B,6.87,0.03,0.03,Baumgardt2020PASA...37...46B,10.93,0.39,0.39,,,,,Baumgardt2018MNRAS.478.1520B,-2.9339,0.0267,0.0267,-5.5784,0.0261,0.0261,Vasiliev2021MNRAS.505.5978V,-1.662,0.002,0.002,0.03,0.002,0.002,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,13.02,0.56,0.56,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-8.2,0.03,0.03,5.51,10.34,0.0,0.0,352.6732324,19.4630246,-7.95,2.8,5.98,3.97,783.19,395.08,3.97,,,-1.66,0.0,0.0,spectroscopic,-3.95,-49.69,,,,,1.92,,,1.92,,,16.79,
ngc_6101,246.450485,-72.202194,NGC 6101,mw,1,,2.28,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.799,0.028,0.028,Baumgardt2021MNRAS.505.5957B,8.52,0.03,0.03,Baumgardt2020PASA...37...46B,366.33,0.32,0.32,,,,,Baumgardt2018MNRAS.478.1520B,1.7558,0.0241,0.0241,-0.2577,0.0245,0.0245,Vasiliev2021MNRAS.505.5978V,-1.98,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.6,0.53,0.53,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.28,0.03,0.03,5.14,14.45,0.0,0.0,317.7460988,-15.8248296,-13.9,-3.93,-0.34,10.37,787.24,399.15,10.37,,,-1.98,,,spectroscopic,214.51,156.94,,,,,9.58,,,9.58,,,21.2,
ngc_6121,245.896744,-26.525749,NGC 6121,mw,1,,4.65,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,11.337,0.019,0.018,Baumgardt2021MNRAS.505.5957B,4.32,0.04,0.04,Baumgardt2020PASA...37...46B,71.21,0.15,0.15,,,,,Baumgardt2018MNRAS.478.1520B,-12.514,0.0231,0.0231,-19.022,0.0227,0.0227,Vasiliev2021MNRAS.505.5978V,-1.16,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.18,0.45,0.45,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.02,0.04,0.04,5.04,1.85,0.0,0.0,350.9729294,15.9721832,-1.48,0.4,1.03,6.39,777.5,389.36,6.39,,,-1.16,,,spectroscopic,48.55,1.99,,,,,2.5,,,2.5,,,18.55,
ngc_6139,246.918466,-38.848782,NGC 6139,mw,1,,0.63,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.008,0.098,0.098,Baumgardt2021MNRAS.505.5957B,6.66,0.08,0.08,Baumgardt2020PASA...37...46B,24.41,0.95,0.95,,,,,Baumgardt2018MNRAS.478.1520B,-6.0814,0.0267,0.0267,-2.7112,0.0262,0.0262,Vasiliev2021MNRAS.505.5978V,-1.65,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.35,0.08,0.08,5.57,10.04,0.0,0.0,342.3659287,6.938755,-9.03,0.74,4.32,3.53,783.69,395.58,3.53,,,-1.65,,,spectroscopic,-36.3,-88.53,,,,,1.84,,,1.84,,,16.55,
ngc_6144,246.80777,-26.0235,NGC 6144,mw,1,,1.56,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.556,0.034,0.034,Baumgardt2021MNRAS.505.5957B,8.13,0.04,0.04,Baumgardt2020PASA...37...46B,194.79,0.58,0.58,,,,,Baumgardt2018MNRAS.478.1520B,-1.7435,0.0263,0.0263,-2.6068,0.0258,0.0258,Vasiliev2021MNRAS.505.5978V,-1.76,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,13.36,0.54,0.54,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.43,0.04,0.04,4.8,8.15,0.0,0.0,351.9288908,15.7005815,-6.46,1.7,4.67,2.49,781.7,393.57,2.49,,,-1.76,,,spectroscopic,175.99,130.55,,,,,3.7,,,3.7,,,19.98,
ngc_6171,248.132752,-13.053778,NGC 6171,mw,1,,1.58,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.753,0.03,0.029,Baumgardt2021MNRAS.505.5957B,7.26,0.04,0.04,Baumgardt2020PASA...37...46B,-34.71,0.18,0.18,,,,,Baumgardt2018MNRAS.478.1520B,-1.9392,0.0253,0.0253,-5.9789,0.025,0.025,Vasiliev2021MNRAS.505.5978V,-1.02,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.9,0.55,0.55,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.49,0.04,0.04,4.83,5.63,0.0,0.0,3.3733067,23.0105584,-3.6,1.78,3.95,3.69,779.32,391.19,3.69,,,-1.02,,,spectroscopic,-6.51,-41.44,,,,,2.59,,,2.59,,,19.14,
ngc_6205,250.421814,36.459862,NGC 6205,mw,1,,1.61,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.352,0.022,0.022,Baumgardt2021MNRAS.505.5957B,5.75,0.04,0.04,Baumgardt2020PASA...37...46B,-244.9,0.3,0.3,,,,,Baumgardt2018MNRAS.478.1520B,-3.1493,0.0227,0.0227,-2.5735,0.0231,0.0231,Vasiliev2021MNRAS.505.5978V,-1.53,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.22,0.43,0.43,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-8.6,0.04,0.04,5.67,7.42,0.0,0.0,59.0073635,40.9129291,1.13,4.23,5.99,8.61,775.63,387.52,8.61,,,-1.53,,,spectroscopic,-75.68,-61.82,,,,,3.47,,,3.47,,,17.67,
ngc_6218,251.809067,-1.948528,NGC 6218,mw,1,,1.83,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.542,0.02,0.021,Baumgardt2021MNRAS.505.5957B,6.5,0.04,0.04,Baumgardt2020PASA...37...46B,-41.67,0.14,0.14,,,,,Baumgardt2018MNRAS.478.1520B,-0.1914,0.0241,0.0241,-6.8019,0.024,0.024,Vasiliev2021MNRAS.505.5978V,-1.339,0.002,0.002,0.022,0.002,0.002,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.97,0.47,0.47,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.04,0.04,0.04,5.05,5.11,0.0,0.0,15.715193,26.3132896,-2.4,1.82,4.12,4.52,778.23,390.1,4.52,,,-1.34,0.0,0.0,spectroscopic,32.54,10.75,,,,,2.72,,,2.72,,,18.7,
ngc_6229,251.745249,47.527796,NGC 6229,mw,1,,0.41,0.01,0.01,102.0,76.0,76.0,0.03,0.01,0.01,,Munoz2018ApJ...860...66M,17.393,0.034,0.034,Baumgardt2021MNRAS.505.5957B,9.3,0.05,0.05,Baumgardt2020PASA...37...46B,-137.89,0.71,0.71,,,,,Baumgardt2018MNRAS.478.1520B,-1.1706,0.0263,0.0263,-0.4665,0.0267,0.0267,Vasiliev2021MNRAS.505.5978V,-1.47,,,,,,,Harris1996AJ....112.1487H,,,,,,,,0.36,0.01,0.01,2.62,0.08,0.08,Munoz2018ApJ...860...66M,,,,,,,,,,,,,,,,,,,,,,-8.09,0.05,0.05,5.47,30.1,0.0,0.0,73.6386444,40.3063137,10.16,17.09,22.6,29.45,769.55,381.97,29.45,,,-1.47,,,spectroscopic,49.62,74.65,,,,,3.59,0.09,0.09,3.53,0.09,0.09,18.22,
ngc_6235,253.355676,-22.177447,NGC 6235,mw,1,,0.97,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.384,0.069,0.069,Baumgardt2021MNRAS.505.5957B,8.66,0.04,0.04,Baumgardt2020PASA...37...46B,126.68,0.33,0.33,,,,,Baumgardt2018MNRAS.478.1520B,-3.9306,0.0272,0.0272,-7.5872,0.0266,0.0266,Vasiliev2021MNRAS.505.5978V,-1.28,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.39,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-6.72,0.04,0.04,4.92,11.93,0.0,0.0,358.9178094,13.5181544,-8.68,1.93,7.96,4.47,783.09,395.01,4.47,,,-1.28,,,spectroscopic,136.53,99.71,,,,,3.37,,,3.37,,,19.48,
ngc_6254,254.28772,-4.100306,NGC 6254,mw,1,,2.03,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.524,0.027,0.027,Baumgardt2021MNRAS.505.5957B,5.75,0.04,0.04,Baumgardt2020PASA...37...46B,74.21,0.23,0.23,,,,,Baumgardt2018MNRAS.478.1520B,-4.7577,0.0235,0.0235,-6.5968,0.0236,0.0236,Vasiliev2021MNRAS.505.5978V,-1.523,0.002,0.002,0.034,0.002,0.002,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.05,0.57,0.57,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.77,0.04,0.04,5.34,5.07,0.0,0.0,15.1370666,23.0759659,-2.49,1.54,4.14,4.31,778.19,390.06,4.31,,,-1.52,0.0,0.0,spectroscopic,147.72,126.54,,,,,2.99,,,2.99,,,18.18,
ngc_6256,254.886107,-37.120968,NGC 6256,mw,1,,1.4,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.299,0.088,0.088,Baumgardt2021MNRAS.505.5957B,7.19,0.11,0.11,Baumgardt2020PASA...37...46B,-99.75,0.66,0.66,,,,,Baumgardt2018MNRAS.478.1520B,-3.7149,0.0312,0.0312,-1.6375,0.0304,0.0304,Vasiliev2021MNRAS.505.5978V,-1.02,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.11,0.11,0.11,5.08,7.24,0.0,0.0,347.7920258,3.3066626,-6.23,0.01,3.68,1.9,781.04,392.91,1.9,,,-1.02,,,spectroscopic,-138.56,-183.58,,,,,2.95,,,2.95,,,18.81,
ngc_6266,255.304153,-30.11339,NGC 6266,mw,1,,0.99,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.035,0.036,0.035,Baumgardt2021MNRAS.505.5957B,5.15,0.06,0.06,Baumgardt2020PASA...37...46B,-73.98,0.67,0.67,,,,,Baumgardt2018MNRAS.478.1520B,-4.9778,0.0265,0.0265,-2.9467,0.0263,0.0263,Vasiliev2021MNRAS.505.5978V,-1.18,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.78,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-8.88,0.06,0.06,5.79,6.41,0.0,0.0,353.5746329,7.317798,-5.13,0.4,3.82,2.1,780.17,392.04,2.1,,,-1.18,,,spectroscopic,-87.54,-127.99,,,,,1.85,,,1.85,,,16.02,
ngc_6273,255.657486,-26.267971,NGC 6273,mw,1,,1.3,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.607,0.043,0.043,Baumgardt2021MNRAS.505.5957B,5.71,0.04,0.04,Baumgardt2020PASA...37...46B,145.54,0.59,0.59,,,,,Baumgardt2018MNRAS.478.1520B,-3.2487,0.0256,0.0256,1.6604,0.0251,0.0251,Vasiliev2021MNRAS.505.5978V,-1.75,0.11,0.11,,,,,Geisler2025arXiv250809970G,,,,,,,,,,,,,,,11.9,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-8.9,0.04,0.04,5.79,8.34,0.0,0.0,356.8688685,9.3823363,-6.35,0.78,5.35,1.44,781.09,392.97,1.44,,,-1.75,0.11,0.11,spectroscopic,146.28,108.73,,,,,3.16,,,3.16,,,17.17,
ngc_6284,256.1192583,-24.7648085,NGC 6284,mw,1,,0.71,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.763,0.064,0.064,Baumgardt2021MNRAS.505.5957B,8.12,0.08,0.08,Baumgardt2020PASA...37...46B,28.62,0.73,0.73,,,,,Baumgardt2018MNRAS.478.1520B,-3.1997,0.0286,0.0286,-2.0021,0.0278,0.0278,Vasiliev2021MNRAS.505.5978V,,,,,,,,,,,,,,,,,,,,,,,13.3,0.4,0.4,Deras2024A&A...681A..38D,-1.36,0.01,0.01,Deras2024A&A...681A..38D,,,,,,,,,,,,,,-7.64,0.08,0.08,5.29,14.21,0.0,0.0,358.3467401,9.9396278,-10.57,1.43,9.39,6.37,784.29,396.23,6.37,,,-1.36,0.01,0.01,isochrone,35.68,-0.37,,,,,2.93,,,2.93,,,18.27,
ngc_6287,256.288904,-22.708005,NGC 6287,mw,1,,0.84,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.496,0.1,0.101,Baumgardt2021MNRAS.505.5957B,7.55,0.07,0.07,Baumgardt2020PASA...37...46B,-294.74,1.65,1.65,,,,,Baumgardt2018MNRAS.478.1520B,-5.0103,0.0292,0.0292,-1.883,0.0277,0.0277,Vasiliev2021MNRAS.505.5978V,-2.1,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,13.57,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-6.95,0.07,0.07,5.01,7.93,0.0,0.0,0.1316334,11.0232561,-5.71,0.93,5.42,1.55,780.56,392.45,1.55,,,-2.1,,,spectroscopic,-280.04,-314.44,,,,,1.94,,,1.94,,,18.06,
ngc_6293,257.5425,-26.582083,NGC 6293,mw,1,,0.83,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.817,0.066,0.066,Baumgardt2021MNRAS.505.5957B,7.39,0.11,0.11,Baumgardt2020PASA...37...46B,-143.66,0.39,0.39,,,,,Baumgardt2018MNRAS.478.1520B,0.8703,0.028,0.028,-4.326,0.0275,0.0275,Vasiliev2021MNRAS.505.5978V,-2.12,0.08,0.08,,,,,Geisler2025arXiv250809970G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.43,0.11,0.11,5.2,9.19,0.0,0.0,357.620158,7.8343037,-6.95,0.6,5.99,1.63,781.43,393.31,1.63,,,-2.12,0.08,0.08,spectroscopic,-139.93,-175.94,,,,,2.22,,,2.22,,,17.87,
ngc_6304,258.634399,-29.462028,NGC 6304,mw,1,,1.02,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.945,0.052,0.052,Baumgardt2021MNRAS.505.5957B,6.52,0.07,0.07,Baumgardt2020PASA...37...46B,-108.62,0.39,0.39,,,,,Baumgardt2018MNRAS.478.1520B,-4.07,0.0285,0.0285,-1.0878,0.0283,0.0283,Vasiliev2021MNRAS.505.5978V,-0.49,0.06,0.06,,,,,Geisler2025arXiv250809970G,,,,,,,,,,,,,,,12.52,0.55,0.55,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.43,0.07,0.07,5.2,6.15,0.0,0.0,355.825622,5.3755315,-4.8,0.15,3.85,2.14,779.77,391.64,2.14,,,-0.49,0.06,0.06,spectroscopic,-112.88,-149.88,,,,,1.83,,,1.83,,,17.45,
ngc_6316,259.155,-28.139839,NGC 6316,mw,1,,0.4967,0.0833,0.0833,,,,,,,,Deras2023ApJ...942..104D,15.237,0.076,0.075,Baumgardt2021MNRAS.505.5957B,7.35,0.17,0.17,Baumgardt2020PASA...37...46B,99.65,0.84,0.84,,,,,Baumgardt2018MNRAS.478.1520B,-4.9691,0.0313,0.0313,-4.5916,0.0301,0.0301,Vasiliev2021MNRAS.505.5978V,-0.87,0.02,0.02,0.08,,,,Frelijj2025A&A...701A.159F,,,,,,,,,,,,,,,13.1,0.5,0.5,Deras2023ApJ...942..104D,,,,,,,,,,,,,,,,,,-7.89,0.17,0.17,5.39,11.15,0.0,0.0,357.175368,5.7649471,-8.52,0.33,7.18,3.21,782.48,394.39,3.21,,,-0.87,0.02,0.02,spectroscopic,101.21,65.61,,,,,1.61,0.27,0.27,1.61,0.27,0.27,16.71,
ngc_6325,259.496327,-23.767677,NGC 6325,mw,1,,0.79,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.385,0.092,0.093,Baumgardt2021MNRAS.505.5957B,8.09,0.04,0.04,Baumgardt2020PASA...37...46B,29.54,0.58,0.58,,,,,Baumgardt2018MNRAS.478.1520B,-8.2893,0.0302,0.0302,-9.0004,0.0291,0.0291,Vasiliev2021MNRAS.505.5978V,-1.25,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3,0.04,0.04,4.75,7.53,0.0,0.0,0.9714642,8.0029251,-5.4,0.48,5.23,1.25,780.15,392.03,1.25,,,-1.25,,,spectroscopic,47.52,15.42,,,,,1.73,,,1.73,,,18.47,
ngc_6333,259.799086,-18.516257,NGC 6333,mw,1,,1.13,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.595,0.037,0.037,Baumgardt2021MNRAS.505.5957B,6.48,0.04,0.04,Baumgardt2020PASA...37...46B,310.75,2.12,2.12,,,,,Baumgardt2018MNRAS.478.1520B,-2.1801,0.0262,0.0262,-3.2218,0.0259,0.0259,Vasiliev2021MNRAS.505.5978V,-1.77,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.12,0.04,0.04,5.48,8.3,0.0,0.0,5.5444233,10.7051318,-5.44,0.86,6.21,1.73,780.13,392.02,1.73,,,-1.77,,,spectroscopic,348.13,320.41,,,,,2.73,,,2.73,,,17.63,
ngc_6341,259.280762,43.135944,NGC 6341,mw,1,,0.82,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.647,0.018,0.018,Baumgardt2021MNRAS.505.5957B,6.45,0.03,0.03,Baumgardt2020PASA...37...46B,-120.55,0.27,0.27,,,,,Baumgardt2018MNRAS.478.1520B,-4.9349,0.0243,0.0243,-0.6251,0.0239,0.0239,Vasiliev2021MNRAS.505.5978V,-2.31,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,13.8,0.75,0.75,Ying2023AJ....166...18Y,,,,,,,,,,,,,,,,,,-8.2,0.03,0.03,5.51,8.5,0.0,0.0,68.3383954,34.8589282,2.5,4.11,7.01,9.82,774.16,386.06,9.82,,,-2.31,,,spectroscopic,75.1,101.92,,,,,2.03,,,2.03,,,16.91,
ngc_6342,260.291573,-19.587659,NGC 6342,mw,1,,0.64,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.519,0.062,0.062,Baumgardt2021MNRAS.505.5957B,8.44,0.07,0.07,Baumgardt2020PASA...37...46B,115.75,0.9,0.9,,,,,Baumgardt2018MNRAS.478.1520B,-2.9026,0.0272,0.0272,-7.1156,0.0265,0.0265,Vasiliev2021MNRAS.505.5978V,-0.55,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.03,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-6.08,0.07,0.07,4.66,8.01,0.0,0.0,4.8982133,9.7252592,-5.33,0.7,5.94,1.53,780.03,391.91,1.53,,,-0.55,,,spectroscopic,150.4,122.32,,,,,1.49,,,1.49,,,18.36,
ngc_6352,261.371277,-48.422169,NGC 6352,mw,1,,2.0,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.719,0.028,0.028,Baumgardt2021MNRAS.505.5957B,7.38,0.04,0.04,Baumgardt2020PASA...37...46B,-125.63,1.01,1.01,,,,,Baumgardt2018MNRAS.478.1520B,-2.1575,0.0251,0.0251,-4.4465,0.0247,0.0247,Vasiliev2021MNRAS.505.5978V,-0.64,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.14,0.49,0.49,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.34,0.04,0.04,4.77,5.54,0.0,0.0,341.4214179,-7.166198,-5.02,-0.93,2.15,3.47,779.91,391.77,3.47,,,-0.64,,,spectroscopic,-192.11,-237.91,,,,,3.23,,,3.23,,,19.77,
ngc_6355,260.993533,-26.352827,NGC 6355,mw,1,,0.94,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.686,0.056,0.055,Baumgardt2021MNRAS.505.5957B,7.54,0.07,0.07,Baumgardt2020PASA...37...46B,-195.85,0.55,0.55,,,,,Baumgardt2018MNRAS.478.1520B,-4.7384,0.0312,0.0312,-0.5721,0.0301,0.0301,Vasiliev2021MNRAS.505.5978V,-1.37,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.15,0.07,0.07,5.09,8.65,0.0,0.0,359.5851197,5.4287102,-6.38,0.18,5.84,0.96,780.78,392.67,0.96,,,-1.37,,,spectroscopic,-184.04,-216.63,,,,,2.37,,,2.37,,,18.29,
ngc_6356,260.895804,-17.813027,NGC 6356,mw,1,,0.88,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.973,0.127,0.127,Baumgardt2021MNRAS.505.5957B,7.46,0.07,0.07,Baumgardt2020PASA...37...46B,48.18,1.82,1.82,,,,,Baumgardt2018MNRAS.478.1520B,-3.7501,0.0264,0.0264,-3.3923,0.026,0.026,Vasiliev2021MNRAS.505.5978V,-0.4,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.51,0.07,0.07,5.64,15.65,0.0,0.0,6.7236792,10.2197161,-10.03,1.47,11.92,7.9,783.32,395.3,7.9,,,-0.4,,,spectroscopic,90.47,64.42,,,,,4.01,,,4.01,,,18.07,
ngc_6362,262.979096,-67.048332,NGC 6362,mw,1,,2.31,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.418,0.019,0.019,Baumgardt2021MNRAS.505.5957B,7.17,0.04,0.04,Baumgardt2020PASA...37...46B,-14.58,0.18,0.18,,,,,Baumgardt2018MNRAS.478.1520B,-5.5058,0.0238,0.0238,-4.7629,0.024,0.024,Vasiliev2021MNRAS.505.5978V,-1.108,0.005,0.005,0.02,0.006,0.006,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.86,0.44,0.44,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.25,0.04,0.04,5.13,7.65,0.0,0.0,325.5545177,-17.5697637,-7.22,-2.41,0.78,5.18,781.59,393.47,5.18,,,-1.11,0.0,0.0,spectroscopic,-139.22,-190.65,,,,,5.14,,,5.14,,,19.88,
ngc_6366,261.934357,-5.079861,NGC 6366,mw,1,,3.78,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,12.685,0.032,0.032,Baumgardt2021MNRAS.505.5957B,6.66,0.04,0.04,Baumgardt2020PASA...37...46B,-120.65,0.19,0.19,,,,,Baumgardt2018MNRAS.478.1520B,-0.3324,0.0246,0.0246,-5.1595,0.0244,0.0244,Vasiliev2021MNRAS.505.5978V,-0.59,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.1,0.71,0.71,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.02,0.04,0.04,4.64,3.44,0.0,0.0,18.4085678,16.0355592,-1.6,0.63,2.98,5.18,777.28,389.14,5.18,,,-0.59,,,spectroscopic,-32.2,-46.24,,,,,3.79,,,3.79,,,20.44,
ngc_6380,263.618611,-39.06953,NGC 6380,mw,1,,1.12,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.913,0.068,0.068,Baumgardt2021MNRAS.505.5957B,7.09,0.12,0.12,Baumgardt2020PASA...37...46B,-1.48,0.73,0.73,,,,,Baumgardt2018MNRAS.478.1520B,-2.1832,0.031,0.031,-3.2326,0.0302,0.0302,Vasiliev2021MNRAS.505.5978V,-0.9,0.02,0.02,,,,,Geisler2025arXiv250809970G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.82,0.12,0.12,5.36,9.61,0.0,0.0,350.1820028,-3.4218602,-8.06,-1.14,5.1,2.18,781.92,393.82,2.18,,,-0.9,0.02,0.02,spectroscopic,-31.06,-69.97,,,,,3.13,,,3.13,,,18.23,
ngc_6388,264.071777,-44.7355,NGC 6388,mw,1,,0.8,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.24,0.032,0.031,Baumgardt2021MNRAS.505.5957B,5.68,0.03,0.03,Baumgardt2020PASA...37...46B,83.11,0.45,0.45,,,,,Baumgardt2018MNRAS.478.1520B,-1.3159,0.0262,0.0262,-2.7088,0.0259,0.0259,Vasiliev2021MNRAS.505.5978V,-0.507,0.004,0.004,0.07,0.003,0.003,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.03,1.02,1.02,Dotter2011ApJ...738...74D,,,,,,,,,,,,,,,,,,-9.56,0.03,0.03,6.06,11.17,0.0,0.0,345.5564641,-6.737723,-9.78,-1.88,5.06,4.03,783.19,395.09,4.03,,,-0.51,0.0,0.0,spectroscopic,33.77,-8.15,,,,,2.6,,,2.6,,,16.08,
ngc_6397,265.175385,-53.674335,NGC 6397,mw,1,,3.01,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,11.974,0.017,0.017,Baumgardt2021MNRAS.505.5957B,4.89,0.04,0.04,Baumgardt2020PASA...37...46B,18.51,0.08,0.08,,,,,Baumgardt2018MNRAS.478.1520B,3.2603,0.0227,0.0227,-17.664,0.0225,0.0225,Vasiliev2021MNRAS.505.5978V,-2.02,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,13.06,0.42,0.42,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.08,0.04,0.04,5.07,2.48,0.0,0.0,338.1650155,-11.9595286,-2.27,-0.61,0.8,5.96,777.86,389.72,5.96,,,-2.02,,,spectroscopic,-60.75,-106.45,,,,,2.17,,,2.17,,,18.17,
