key,confirmed_real,confirmed_star_cluster,ra,dec,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_em,distance,distance_em,distance_ep,ref_distance,rhalf_physical,rhalf_sph_physical,apparent_magnitude_V,apparent_magnitude_V_em,apparent_magnitude_V_ep,MV,MV_em,MV_ep,ref_mv,surface_brightness_rhalf,surface_brightness_rhalf_em,surface_brightness_rhalf_ep,ref_surface_brightness,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_upper_limit,ref_vlos,,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity,metallicity_em,metallicity_ep,metallicity_sigma,metallicity_sigma_em,metallicity_sigma_ep,metallicity_sigma_ul,ref_metallicity,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,king_concentration,king_concentration_em,king_concentration_ep,ref_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_sersic,age,age_em,age_ep,ref_age,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,ref_metallicity_photometric
ngc_6366,1,1,261.934357,-5.079861,3.78,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,12.685,0.032,0.032,3.444,0.05,0.051,Baumgardt2021MNRAS.505.5957B,3.786875785,3.786875785,6.66,0.04,0.04,-6.025,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-120.65,0.19,0.19,,,,,Baumgardt2018MNRAS.478.1520B,,-0.3324,0.0246,0.0246,-5.1595,0.0244,0.0244,Vasiliev2021MNRAS.505.5978V,-0.59,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6380,1,1,263.618611,-39.06953,1.12,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.913,0.068,0.068,9.607,0.296,0.306,Baumgardt2021MNRAS.505.5957B,3.129910583,3.129910583,7.09,0.12,0.12,-7.823,0.12,0.12,Baumgardt2020PASA...37...46B,,,,,-1.48,0.73,0.73,,,,,Baumgardt2018MNRAS.478.1520B,,-2.1832,0.031,0.031,-3.2326,0.0302,0.0302,Vasiliev2021MNRAS.505.5978V,-0.75,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6388,1,1,264.071777,-44.7355,0.8,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.24,0.032,0.031,11.171,0.161,0.162,Baumgardt2021MNRAS.505.5957B,2.599609743,2.599609743,5.68,0.03,0.03,-9.56,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,83.11,0.45,0.45,,,,,Baumgardt2018MNRAS.478.1520B,,-1.3159,0.0262,0.0262,-2.7088,0.0259,0.0259,Vasiliev2021MNRAS.505.5978V,-0.55,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6397,1,1,265.175385,-53.674335,3.01,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,11.974,0.017,0.017,2.482,0.019,0.019,Baumgardt2021MNRAS.505.5957B,2.173173447,2.173173447,4.89,0.04,0.04,-7.084,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,18.51,0.08,0.08,,,,,Baumgardt2018MNRAS.478.1520B,,3.2603,0.0227,0.0227,-17.664,0.0225,0.0225,Vasiliev2021MNRAS.505.5978V,-2.02,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6401,1,1,264.652191,-23.909605,1.07,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.533,0.064,0.063,8.064,0.234,0.238,Baumgardt2021MNRAS.505.5957B,2.509923091,2.509923091,7.14,0.05,0.05,-7.393,0.05,0.05,Baumgardt2020PASA...37...46B,,,,,-105.44,2.5,2.5,,,,,Baumgardt2018MNRAS.478.1520B,,-2.7477,0.0353,0.0353,1.4441,0.0342,0.0342,Vasiliev2021MNRAS.505.5978V,-1.02,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6402,1,1,264.400651,-3.245916,1.33,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.806,0.06,0.06,9.144,0.248,0.255,Baumgardt2021MNRAS.505.5957B,3.537642767,3.537642767,6.02,0.06,0.06,-8.786,0.06,0.06,Baumgardt2020PASA...37...46B,,,,,-60.71,0.45,0.45,,,,,Baumgardt2018MNRAS.478.1520B,,-3.5899,0.0254,0.0254,-5.0588,0.0255,0.0255,Vasiliev2021MNRAS.505.5978V,-1.28,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6426,1,1,266.22796,3.170142,0.86,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.581,0.037,0.037,20.71,0.349,0.355,Baumgardt2021MNRAS.505.5957B,5.180893529,5.180893529,10.02,0.04,0.04,-6.561,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-210.51,0.51,0.51,,,,,Baumgardt2018MNRAS.478.1520B,,-1.828,0.0265,0.0265,-2.9992,0.0265,0.0265,Vasiliev2021MNRAS.505.5978V,-2.15,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6440,1,1,267.220167,-20.360417,0.55,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.582,0.064,0.064,8.248,0.241,0.248,Baumgardt2021MNRAS.505.5957B,1.31958527,1.31958527,5.67,0.13,0.13,-8.912,0.13,0.13,Baumgardt2020PASA...37...46B,,,,,-69.39,0.93,0.93,,,,,Baumgardt2018MNRAS.478.1520B,,-1.187,0.0365,0.0365,-4.0196,0.0351,0.0351,Vasiliev2021MNRAS.505.5978V,-0.36,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6441,1,1,267.554413,-37.051445,0.58,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.524,0.028,0.028,12.728,0.162,0.163,Baumgardt2021MNRAS.505.5957B,2.14740657,2.14740657,5.67,0.08,0.08,-9.854,0.08,0.08,Baumgardt2020PASA...37...46B,,,,,18.47,0.56,0.56,,,,,Baumgardt2018MNRAS.478.1520B,,-2.5514,0.0283,0.0283,-5.348,0.0276,0.0276,Vasiliev2021MNRAS.505.5978V,-0.46,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6453,1,1,267.715508,-34.598477,0.94,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.015,0.047,0.047,10.07,0.216,0.22,Baumgardt2021MNRAS.505.5957B,2.753489606,2.753489606,7.21,0.13,0.13,-7.805,0.13,0.13,Baumgardt2020PASA...37...46B,,,,,-99.23,1.24,1.24,,,,,Baumgardt2018MNRAS.478.1520B,,0.2026,0.0356,0.0356,-5.9336,0.0368,0.0368,Vasiliev2021MNRAS.505.5978V,-1.5,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6496,1,1,269.76535,-44.265945,1.52,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.921,0.034,0.034,9.641,0.151,0.153,Baumgardt2021MNRAS.505.5957B,4.262768894,4.262768894,8.19,0.09,0.09,-6.731,0.09,0.09,Baumgardt2020PASA...37...46B,,,,,-134.72,0.26,0.26,,,,,Baumgardt2018MNRAS.478.1520B,,-3.06,0.0267,0.0267,-9.2711,0.0261,0.0261,Vasiliev2021MNRAS.505.5978V,-0.46,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6517,1,1,270.46075,-8.958778,0.63,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.825,0.13,0.132,9.227,0.538,0.578,Baumgardt2021MNRAS.505.5957B,1.690936066,1.690936066,7.36,0.05,0.05,-7.465,0.05,0.05,Baumgardt2020PASA...37...46B,,,,,-35.06,1.65,1.65,,,,,Baumgardt2018MNRAS.478.1520B,,-1.5508,0.0288,0.0288,-4.4698,0.0282,0.0282,Vasiliev2021MNRAS.505.5978V,-1.23,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6522,1,1,270.891958,-30.033974,1.17,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.315,0.062,0.062,7.295,0.205,0.211,Baumgardt2021MNRAS.505.5957B,2.482774494,2.482774494,6.79,0.03,0.03,-7.525,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,-15.23,0.49,0.49,,,,,Baumgardt2018MNRAS.478.1520B,,-6.8266,0.0594,0.0594,-2.5885,0.0496,0.0496,Vasiliev2021MNRAS.505.5978V,-1.34,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6528,1,1,271.206697,-30.055778,1.08,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.469,0.065,0.065,7.829,0.232,0.239,Baumgardt2021MNRAS.505.5957B,2.459552888,2.459552888,8.04,0.1,0.1,-6.429,0.1,0.1,Baumgardt2020PASA...37...46B,,,,,211.86,0.43,0.43,,,,,Baumgardt2018MNRAS.478.1520B,,-2.1571,0.0432,0.0432,-5.649,0.0392,0.0392,Vasiliev2021MNRAS.505.5978V,-0.11,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6535,1,1,270.960449,-0.297639,1.46,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.018,0.042,0.042,6.363,0.122,0.124,Baumgardt2021MNRAS.505.5957B,2.702345641,2.702345641,9.05,0.04,0.04,-4.968,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-214.85,0.46,0.46,,,,,Baumgardt2018MNRAS.478.1520B,,-4.214,0.0268,0.0268,-2.9387,0.0265,0.0265,Vasiliev2021MNRAS.505.5978V,-1.79,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6539,1,1,271.207276,-7.585858,1.55,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.56,0.103,0.103,8.165,0.379,0.395,Baumgardt2021MNRAS.505.5957B,3.681408447,3.681408447,6.79,0.04,0.04,-7.77,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,35.19,0.5,0.5,,,,,Baumgardt2018MNRAS.478.1520B,,-6.8958,0.0264,0.0264,-3.5374,0.026,0.026,Vasiliev2021MNRAS.505.5978V,-0.63,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6540,1,1,271.535657,-27.765286,1.54,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.858,0.1,0.1,5.909,0.265,0.279,Baumgardt2021MNRAS.505.5957B,2.647041975,2.647041975,7.7,0.11,0.11,-6.158,0.11,0.11,Baumgardt2020PASA...37...46B,,,,,-16.5,0.78,0.78,,,,,Baumgardt2018MNRAS.478.1520B,,-3.7019,0.032,0.032,-2.7911,0.0318,0.0318,Vasiliev2021MNRAS.505.5978V,-1.35,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6541,1,1,272.009827,-43.714889,1.03,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.407,0.029,0.029,7.609,0.101,0.102,Baumgardt2021MNRAS.505.5957B,2.279769431,2.279769431,6.17,0.04,0.04,-8.237,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-163.97,0.46,0.46,,,,,Baumgardt2018MNRAS.478.1520B,,0.2866,0.0249,0.0249,-8.8472,0.0245,0.0245,Vasiliev2021MNRAS.505.5978V,-1.81,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6544,1,1,271.833833,-24.998222,2.05,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,12.06,0.048,0.049,2.582,0.057,0.059,Baumgardt2021MNRAS.505.5957B,1.539700377,1.539700377,5.51,0.23,0.23,-6.55,0.23,0.23,Baumgardt2020PASA...37...46B,,,,,-38.46,0.67,0.67,,,,,Baumgardt2018MNRAS.478.1520B,,-2.3041,0.0308,0.0308,-18.604,0.0305,0.0305,Vasiliev2021MNRAS.505.5978V,-1.4,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6553,1,1,272.322992,-25.908067,1.48,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.634,0.052,0.052,5.332,0.125,0.128,Baumgardt2021MNRAS.505.5957B,2.295503574,2.295503574,6.1,0.06,0.06,-7.534,0.06,0.06,Baumgardt2020PASA...37...46B,,,,,-0.27,0.34,0.34,,,,,Baumgardt2018MNRAS.478.1520B,,0.3445,0.0301,0.0301,-0.4538,0.0295,0.0295,Vasiliev2021MNRAS.505.5978V,-0.18,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6558,1,1,272.573974,-31.764508,0.68,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.368,0.084,0.084,7.474,0.282,0.294,Baumgardt2021MNRAS.505.5957B,1.478386961,1.478386961,8.31,0.06,0.06,-6.058,0.06,0.06,Baumgardt2020PASA...37...46B,,,,,-195.12,0.73,0.73,,,,,Baumgardt2018MNRAS.478.1520B,,-1.7199,0.0361,0.0361,-4.1438,0.0337,0.0337,Vasiliev2021MNRAS.505.5978V,-1.32,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6569,1,1,273.411667,-31.826889,0.85,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.113,0.053,0.053,10.534,0.255,0.261,Baumgardt2021MNRAS.505.5957B,2.604583932,2.604583932,7.38,0.04,0.04,-7.733,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-49.83,0.5,0.5,,,,,Baumgardt2018MNRAS.478.1520B,,-4.1247,0.0283,0.0283,-7.3543,0.0279,0.0279,Vasiliev2021MNRAS.505.5978V,-0.76,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6584,1,1,274.656647,-52.215778,0.88,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.669,0.028,0.028,13.611,0.174,0.176,Baumgardt2021MNRAS.505.5957B,3.484165879,3.484165879,8.29,0.03,0.03,-7.379,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,260.64,1.58,1.58,,,,,Baumgardt2018MNRAS.478.1520B,,-0.0898,0.0258,0.0258,-7.2021,0.0254,0.0254,Vasiliev2021MNRAS.505.5978V,-1.5,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6624,1,1,275.918793,-30.361029,0.73,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.521,0.029,0.029,8.019,0.107,0.108,Baumgardt2021MNRAS.505.5957B,1.702821758,1.702821758,7.16,0.07,0.07,-7.361,0.07,0.07,Baumgardt2020PASA...37...46B,,,,,54.79,0.4,0.4,,,,,Baumgardt2018MNRAS.478.1520B,,0.1245,0.0292,0.0292,-6.9357,0.0285,0.0285,Vasiliev2021MNRAS.505.5978V,-0.44,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6626,1,1,276.137039,-24.869847,1.03,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.649,0.04,0.04,5.368,0.098,0.099,Baumgardt2021MNRAS.505.5957B,1.608332541,1.608332541,5.62,0.06,0.06,-8.029,0.06,0.06,Baumgardt2020PASA...37...46B,,,,,11.11,0.6,0.6,,,,,Baumgardt2018MNRAS.478.1520B,,-0.278,0.0283,0.0283,-8.9222,0.028,0.028,Vasiliev2021MNRAS.505.5978V,-1.32,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6637,1,1,277.846252,-32.348084,0.93,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.747,0.026,0.026,8.9,0.104,0.106,Baumgardt2021MNRAS.505.5957B,2.407681703,2.407681703,7.19,0.04,0.04,-7.557,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,47.48,1,1,,,,,Baumgardt2018MNRAS.478.1520B,,-5.0339,0.0276,0.0276,-5.8322,0.0275,0.0275,Vasiliev2021MNRAS.505.5978V,-0.64,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6638,1,1,277.733734,-25.497473,0.65,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.951,0.075,0.076,9.775,0.334,0.347,Baumgardt2021MNRAS.505.5957B,1.848230956,1.848230956,7.53,0.1,0.1,-7.421,0.1,0.1,Baumgardt2020PASA...37...46B,,,,,8.63,2,2,,,,,Baumgardt2018MNRAS.478.1520B,,-2.5185,0.0287,0.0287,-4.0756,0.0287,0.0287,Vasiliev2021MNRAS.505.5978V,-0.95,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6642,1,1,277.975957,-23.475602,0.59,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.529,0.054,0.054,8.049,0.198,0.204,Baumgardt2021MNRAS.505.5957B,1.381401923,1.381401923,8.23,0.05,0.05,-6.299,0.05,0.05,Baumgardt2020PASA...37...46B,,,,,-60.61,1.35,1.35,,,,,Baumgardt2018MNRAS.478.1520B,,-0.173,0.0303,0.0303,-3.8922,0.03,0.03,Vasiliev2021MNRAS.505.5978V,-1.26,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6652,1,1,278.940125,-32.990723,0.53,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.88,0.032,0.032,9.464,0.137,0.139,Baumgardt2021MNRAS.505.5957B,1.459071984,1.459071984,8.64,0.04,0.04,-6.24,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-95.37,0.86,0.86,,,,,Baumgardt2018MNRAS.478.1520B,,-5.4844,0.0274,0.0274,-4.2739,0.0268,0.0268,Vasiliev2021MNRAS.505.5978V,-0.81,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6656,1,1,279.099762,-23.904749,3.31,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,12.595,0.024,0.024,3.303,0.037,0.037,Baumgardt2021MNRAS.505.5957B,3.180260423,3.180260423,4.01,0.04,0.04,-8.585,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-148.72,0.78,0.78,7.8,0.3,,,Baumgardt2018MNRAS.478.1520B,,9.8506,0.0234,0.0234,-5.6175,0.0232,0.0232,Vasiliev2021MNRAS.505.5978V,-1.7,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6681,1,1,280.803162,-32.29211,0.79,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.857,0.025,0.025,9.362,0.106,0.107,Baumgardt2021MNRAS.505.5957B,2.151403374,2.151403374,7.7,0.04,0.04,-7.157,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,216.62,0.84,0.84,5.2,0.5,,,Baumgardt2018MNRAS.478.1520B,,1.4307,0.0267,0.0267,-4.7438,0.0261,0.0261,Vasiliev2021MNRAS.505.5978V,-1.62,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6712,1,1,283.268021,-8.70596,1.19,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.341,0.07,0.069,7.382,0.233,0.24,Baumgardt2021MNRAS.505.5957B,2.55533074,2.55533074,7.21,0.03,0.03,-7.131,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,-107.45,0.29,0.29,4.3,0.4,,,Baumgardt2018MNRAS.478.1520B,,3.3629,0.027,0.027,-4.4362,0.0266,0.0266,Vasiliev2021MNRAS.505.5978V,-1.02,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6715,1,1,283.763855,-30.479862,0.47,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.098,0.027,0.027,26.283,0.325,0.328,Baumgardt2021MNRAS.505.5957B,3.593344951,3.593344951,7.1,0.06,0.06,-9.998,0.06,0.06,Baumgardt2020PASA...37...46B,,,,,143.13,0.43,0.43,10.5,0.3,,,Baumgardt2018MNRAS.478.1520B,,-2.6792,0.0253,0.0253,-1.3865,0.0254,0.0254,Vasiliev2021MNRAS.505.5978V,-1.49,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6717,1,1,283.775177,-22.701473,1.2,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.382,0.038,0.038,7.524,0.131,0.133,Baumgardt2021MNRAS.505.5957B,2.626371458,2.626371458,8.3,0.03,0.03,-6.082,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,30.25,0.9,0.9,,,,,Baumgardt2018MNRAS.478.1520B,,-3.1253,0.0273,0.0273,-5.0082,0.0271,0.0271,Vasiliev2021MNRAS.505.5978V,-1.26,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6723,1,1,284.888123,-36.632248,1.51,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.587,0.026,0.026,8.267,0.099,0.1,Baumgardt2021MNRAS.505.5957B,3.63120696,3.63120696,7.06,0.04,0.04,-7.527,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-94.39,0.26,0.26,,,,,Baumgardt2018MNRAS.478.1520B,,1.0285,0.0255,0.0255,-2.4185,0.0254,0.0254,Vasiliev2021MNRAS.505.5978V,-1.1,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6749,1,1,286.314056,1.899756,1.89,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.401,0.062,0.061,7.591,0.212,0.218,Baumgardt2021MNRAS.505.5957B,4.173370221,4.173370221,6.28,0.06,0.06,-8.121,0.06,0.06,Baumgardt2020PASA...37...46B,,,,,-58.44,0.96,0.96,,,,,Baumgardt2018MNRAS.478.1520B,,-2.8293,0.0276,0.0276,-6.0057,0.0274,0.0274,Vasiliev2021MNRAS.505.5978V,-1.6,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6752,1,1,287.717102,-59.984554,2.39,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.077,0.022,0.021,4.125,0.041,0.041,Baumgardt2021MNRAS.505.5957B,2.867794127,2.867794127,5.22,0.05,0.05,-7.857,0.05,0.05,Baumgardt2020PASA...37...46B,,,,,-26.01,0.12,0.12,4.9,0.4,,,Baumgardt2018MNRAS.478.1520B,,-3.1611,0.0225,0.0225,-4.0272,0.0224,0.0224,Vasiliev2021MNRAS.505.5978V,-1.54,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6760,1,1,287.800268,1.030466,1.37,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.624,0.111,0.111,8.411,0.418,0.441,Baumgardt2021MNRAS.505.5957B,3.351925191,3.351925191,6.52,0.05,0.05,-8.104,0.05,0.05,Baumgardt2020PASA...37...46B,,,,,-2.37,1.27,1.27,,,,,Baumgardt2018MNRAS.478.1520B,,-1.107,0.026,0.026,-3.615,0.0262,0.0262,Vasiliev2021MNRAS.505.5978V,-0.4,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6779,1,1,289.148193,30.183472,0.98,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.091,0.03,0.03,10.43,0.142,0.144,Baumgardt2021MNRAS.505.5957B,2.973284736,2.973284736,7.35,0.05,0.05,-7.741,0.05,0.05,Baumgardt2020PASA...37...46B,,,,,-136.97,0.45,0.45,4,0.6,,,Baumgardt2018MNRAS.478.1520B,,-2.0179,0.0251,0.0251,1.6176,0.0252,0.0252,Vasiliev2021MNRAS.505.5978V,-1.98,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6809,1,1,294.998779,-30.96475,2.96,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.641,0.021,0.021,5.348,0.051,0.052,Baumgardt2021MNRAS.505.5957B,4.604783614,4.604783614,6.04,0.03,0.03,-7.601,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,174.7,0.17,0.17,4,0.3,,,Baumgardt2018MNRAS.478.1520B,,-3.4316,0.0237,0.0237,-9.311,0.0237,0.0237,Vasiliev2021MNRAS.505.5978V,-1.94,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6838,1,1,298.443726,18.779194,2.85,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.011,0.027,0.027,4.001,0.05,0.05,Baumgardt2021MNRAS.505.5957B,3.31695461,3.31695461,6.39,0.03,0.03,-6.621,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,-22.72,0.2,0.2,2.3,0.2,,,Baumgardt2018MNRAS.478.1520B,,-3.4161,0.0245,0.0245,-2.6559,0.0244,0.0244,Vasiliev2021MNRAS.505.5978V,-0.78,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6864,1,1,301.519784,-21.921164,0.34,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.561,0.048,0.048,20.517,0.448,0.457,Baumgardt2021MNRAS.505.5957B,2.029172148,2.029172148,8.02,0.04,0.04,-8.541,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-189.08,1.12,1.12,10.3,1.5,,,Baumgardt2018MNRAS.478.1520B,,-0.5975,0.0262,0.0262,-2.8099,0.0258,0.0258,Vasiliev2021MNRAS.505.5978V,-1.29,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6934,1,1,308.547394,7.404472,0.65,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.982,0.024,0.024,15.716,0.171,0.173,Baumgardt2021MNRAS.505.5957B,2.971539407,2.971539407,8.43,0.03,0.03,-7.552,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,-406.22,0.73,0.73,5.1,1.1,,,Baumgardt2018MNRAS.478.1520B,,-2.6545,0.026,0.026,-4.6887,0.0259,0.0259,Vasiliev2021MNRAS.505.5978V,-1.47,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_6981,1,1,313.365417,-12.537306,0.85,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.109,0.024,0.024,16.661,0.183,0.185,Baumgardt2021MNRAS.505.5957B,4.119515178,4.119515178,9.17,0.04,0.04,-6.939,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-331.39,1.47,1.47,,,,,Baumgardt2018MNRAS.478.1520B,,-1.2736,0.0262,0.0262,-3.3608,0.0257,0.0257,Vasiliev2021MNRAS.505.5978V,-1.42,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
